ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price (AUD)
4890311,Domestic assembly,Used car,SUV,"70,000 Km",Black,Brown,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2018,Mercedes Benz GLC 250 4Matic 2018,40485.92011
4890313,Domestic assembly,Used car,Crossover,"30,000 Km",Red,Cream,5-door,5-seat,"Petrol	2.0 L",6,Automatic,FWD - Front-wheel drive,"7	L/100Km",Hyundai,Tucson,2020,Hyundai Tucson 2.0 ATH 2020,31579.01769
4890314,Imported,Used car,SUV,"1,600 Km",Black,Brown,5-door,4-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,Maybach,2022,Mercedes Benz Maybach GLS 480 4Matic 2022,323887.3609
4890319,Imported,Used car,SUV,"60,000 Km",Black,Black,5-door,7-seat,"Petrol	5.7 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,LX,2016,Lexus LX 570 2016,202429.6005
4890328,Imported,Used car,SUV,"1,600 Km",Black,Brown,5-door,4-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,Maybach,2022,Mercedes Benz Maybach GLS 480 4Matic 2022,323887.3609
4890333,Imported,Used car,SUV,"71,000 Km",Black,Cream,5-door,5-seat,"Petrol	3.6 L",,Automatic,AWD - 4-wheel drive (AWD),"10	L/100Km",Porsche,Cayenne,2014,Porsche Cayenne 3.6 V6 2014,80971.8402
4890340,Domestic assembly,New car,SUV,0 Km,Red,Colorful,5-door,5-seat,"Petrol	1.5 L",Exclusive Eco boost engine,Automatic,FWD - Front-wheel drive,"6	L/100Km",Ford,Territory,2023,Ford Territory Titanium X 1.5 AT 2023,38623.56779
4890343,Domestic assembly,Used car,Hatchback,"90,000 Km",Red,Black,5-door,5-seat,"Petrol	1.1 L",,Automatic,FWD - Front-wheel drive,"5	L/100Km",Kia,Morning,2012,Kia Morning SX 1.1 AT Sport 2012,9311.761627
4890353,Imported,Used car,SUV,"30,000 Km",Black,Brown,5-door,7-seat,"Petrol	5.7 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,LX,2018,Lexus LX 570 Super Sport 2018,283401.4408
4890356,Imported,Used car,SUV,"30,500 Km",Black,Cream,5-door,5-seat,"Petrol	3.5 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,RX,2016,Lexus RX 350 2016,80971.8402
4890361,Imported,Used car,SUV,"69,000 Km",White,Yellow,4-door,5-seat,"Petrol	3.5 L",V6 3.5L,Automatic,AWD - 4-wheel drive (AWD),"10	L/100Km",Lexus,RX,2014,Lexus RX 350 AWD 2014,40485.92011
4890367,Imported,Used car,SUV,"114,000 Km",Silver,Brown,5-door,7-seat,"Petrol	1.5 L", Gas tank,Automatic,FWD - Front-wheel drive,L/100Km,Mitsubishi,Xpander,2019,Mitsubishi Xpander 1.5 AT 2019,21538.5095
4890368,Imported,Used car,SUV,"71,000 Km",White,White,5-door,8-seat,"Diesel	2.4 L",,Manual,RFD - Rear-wheel drive,L/100Km,Toyota,Fortuner,2018,Toyota Fortuner 2.4G 4x2 MT 2018,30364.44008
4890369,Imported,Used car,SUV,"32,000 Km",Black,Black,5-door,8-seat,"Petrol	4.6 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Toyota,Land Cruiser,2019,Toyota Land Cruiser VX 4.6 V8 2019,121457.7603
4890377,Imported,Used car,SUV,"32,000 Km",Black,Black,5-door,8-seat,"Petrol	4.6 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Toyota,Land Cruiser,2019,Toyota Land Cruiser VX 4.6 V8 2019,121457.7603
4890379,Domestic assembly,Used car,Sedan,"60,000 Km",Black,Brown,4-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2018,Toyota Camry 2.5Q 2018,33198.45449
4890387,Domestic assembly,Used car,SUV,"19,000 Km",White,Brown,5-door,7-seat,"Petrol	2.0 L",Turbo,Automatic,AWD - 4-wheel drive (AWD),"10	L/100Km",VinFast,Lux SA 2.0,2021,VinFast Lux SA 2.0 Premium 2.0 AT 2021 car,37247.0465
4890390,Imported,Used car,SUV,"12,000 Km",Black,Black,5-door,7-seat,"Petrol	2.7 L",,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Toyota,Prado,2022,Toyota Prado VX 2.7L 2022,80971.8402
4890401,Domestic assembly,Used car,Hatchback,"55,000 Km",Silver,Cream,5-door,5-seat,"Petrol	1.25 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Morning,2018,Kia Morning S AT 2018 car,13562.78324
4890415,Imported,New car,SUV,0 Km,White,Brown,5-door,5-seat,"Petrol	1.8 L",electronic fuel injection,Automatic,FWD - Front-wheel drive,"7	L/100Km",Toyota,Corolla Cross,2023,Toyota Corolla Cross 1.8G 2023,30202.4964
4890419,Imported,Used car,4x4,"10,000 Km",Yellow,Black,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,"7	L/100Km",Mazda,BT50,2015,Mazda BT50 2.2L 4x2 AT 2015,15627.56516
4890429,Domestic assembly,Used car,SUV,20 Km,Silver,Cream,5-door,8-seat,"Petrol	2.4 L",Electronic,Manual,FWD - Front-wheel drive,"9	L/100Km",Mitsubishi,Zinger,2008,Mitsubishi Zinger GLS 2.4 MT 2008,8056.6981
4890438,Domestic assembly,Used car,Sedan,"36,000 Km",Red,Colorful,4-door,5-seat,"Petrol	1.25 L",,Automatic,FWD - Front-wheel drive,"5	L/100Km",Hyundai,i10,2018,Hyundai i10 Grand 1.2 AT 2018 car,13076.95219
4890451,Domestic assembly,Used car,SUV,"30,000 Km",Green,Black,5-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Ford,EcoSport,2020,Ford EcoSport Titanium 1.5 AT 2020,22267.25606
4890455,Domestic assembly,Used car,SUV,"80,000 Km",White,Cream,5-door,7-seat,"Petrol	2.4 L",,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Hyundai,SantaFe,2018,Hyundai SantaFe 2.4L 4WD 2018,32348.25017
4890459,Imported,Used car,SUV,0 Km,White,Brown,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),"7	L/100Km",Audi,Q5,2016,Audi Q5 2.0 AT 2016,40081.06091
4890466,Domestic assembly,Used car,SUV,"100,000 Km",White,Cream,5-door,7-seat,"Diesel	2.2 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Sorento,2017,Kia Sorento DATH 2017 car,27854.31303
4890472,Domestic assembly,New car,Sedan,0 Km,Black,Black,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Honda,City,2023,Honda City RS 1.5 AT 2023 car,21700.45318
4890474,Domestic assembly,Used car,Sedan,"77,000 Km",White,Brown,4-door,5-seat,"Petrol	1.6 L",,Manual,FWD - Front-wheel drive,L/100Km,Kia,K3,2015,Kia K3 1.6 MT 2015,14170.07204
4890475,Imported,Used car,Hatchback,"10,000 Km",Orange,Black,5-door,5-seat,"Petrol	1.2 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Wigo,2019,Toyota Wigo 1.2G AT 2019,13967.64244
4890480,Imported,Used car,4x4,"24,000 Km",Red,Black,4-door,5-seat,"Diesel	2.0 L",,Automatic,4WD - Four-wheel drive (4WD),"9	L/100Km",Ford,Ranger,2022,Ford Ranger Raptor 2.0L 4x4 AT 2022,40485.92011
4890484,Domestic assembly,Used car,Sedan,0 Km,White,Black,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,2,2018,Mazda 2 1.5 AT 2018,15384.64964
4890489,Imported,Used car,Crossover,"85,000 Km",Sand,gray,5-door,7-seat,"Diesel	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Carens,2007,Kia Carens CRDi 2.0 AT 2007,11417.02947
4890492,Imported,Used car,SUV,"42,000 Km",Sand,Cream,5-door,7-seat,"Petrol	2.7 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Highlander,2016,Toyota Highlander LE 2.7 2016,40485.92011
4890496,Domestic assembly,Used car,SUV,"34,000 Km",Red,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,CX5,2020,Mazda CX5 2.0 Luxury 2020 car,30971.72889
4890502,Domestic assembly,Used car,Sedan,"2,700 Km",Black,Brown,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,"7	L/100Km",VinFast,Lux A 2.0,2022,VinFast Lux A 2.0 Advanced 2022 car,29554.72168
4890506,Domestic assembly,Used car,Sedan,"70,000 Km",Sand,Cream,4-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,"7	L/100Km",Kia,Cerato,2018,Kia Cerato 1.6 AT 2018,19635.67125
4890507,Domestic assembly,Used car,SUV,0 Km,White,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2016,Mercedes Benz GLC 250 4Matic 2016,40485.92011
4890508,Domestic assembly,Used car,SUV,0 Km,Silver,gray,5-door,8-seat,"Diesel	2.5 L",,Manual,RFD - Rear-wheel drive,L/100Km,Ford,Everest,2007,Ford Everest 2.5L 4x2 MT 2007,11336.05763
4890511,Imported,Used car,Sedan,"8,900 Km",Black,Black,4-door,5-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),"8	L/100Km",Mercedes Benz,S class,2022,Mercedes Benz S class S450 4Matic 2022,121457.7603
4890514,Imported,Used car,SUV,"9,000 Km",Cream,Cream,5-door,7-seat,"Petrol	5.7 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,LX,2019,Lexus LX 570 2019,283401.4408
4890521,Imported,Used car,Sedan,"70,000 Km",Black,Brown,4-door,5-seat,"Petrol	6.0 L",Electronic fuel injection,Automatic,RFD - Rear-wheel drive,"11	L/100Km",Bentley,Flying Spur,2008,Bentley Flying Spur Speed 2008,40485.92011
4890522,Imported,New car,SUV,0 Km,White,Black,5-door,7-seat,"Petrol	2.3 L",Electronic fuel injection,Automatic,AWD - 4-wheel drive (AWD),"7	L/100Km",Ford,Explorer,2022,Ford Explorer Limited 2.3L EcoBoost 2022,80971.8402
4890527,Imported,Used car,SUV,"2,950 Km",White,Brown,5-door,4-seat,"Petrol	5.7 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,LX,2020,Lexus LX 570 Super Sport MBS 2020,364373.281
4890528,Domestic assembly,Used car,Sedan,"39,000 Km",White,Brown,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,E class,2017,Mercedes Benz E class E300 AMG 2017,40485.92011
4890531,Imported,Used car,Hatchback,"47,000 Km",Red,Black,5-door,5-seat,"Petrol	1.5 L",Gasoline,Automatic,FWD - Front-wheel drive,"6	L/100Km",Toyota,Yaris,2016,Toyota Yaris 1.5G 2016,19635.67125
4890532,Domestic assembly,Used car,Hatchback,0 Km,Silver,gray,5-door,5-seat,"Petrol	1.2 L",,Manual,FWD - Front-wheel drive,L/100Km,Chevrolet,Spark,2016,Chevrolet Spark LS 1.2 MT 2016,6680.17682
4890533,Imported,Used car,4x4,"60,000 Km",White,Black,4-door,5-seat,"Diesel	2.4 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Toyota,Hilux,2021,Toyota Hilux 2.4L 4x2 AT 2021,30364.44008
4890536,Imported,Used car,SUV,"32,180 Km",White,Cream,5-door,5-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,LandRover,Range Rover,2018,LandRover Range Rover HSE 3.0 2018,242915.5207
4890539,Domestic assembly,Used car,SUV,"50,000 Km",Red,Colorful,5-door,8-seat,"Petrol	2.7 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Toyota,Fortuner,2016,Toyota Fortuner 2.7V 4X2 AT 2016,23886.69287
4890540,Imported,Used car,Sedan,"140,000 Km",Black,Black,4-door,5-seat,"Petrol	1.6 L", Fuel injection,Automatic,FWD - Front-wheel drive,"6	L/100Km",Kia,Cerato,2010,Kia Cerato 1.6 AT 2010,13157.92403
4890544,Imported,New car,Hatchback,0 Km,Red,Black,5-door,5-seat,"Petrol	1.2 L",,Automatic,FWD - Front-wheel drive,"4	L/100Km",Suzuki,Swift,2023,Suzuki Swift GLX 1.2 AT 2023 car,22631.62934
4890547,Domestic assembly,Used car,Sedan,"141,000 Km",Black,Sand,4-door,5-seat,"Petrol	1.5 L",,Manual,FWD - Front-wheel drive,"6	L/100Km",Toyota,Vios,2017,Toyota Vios 1.5E 2017,14170.07204
4890551,Imported,Used car,Sedan,0 Km,Black,Black,4-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2022,Toyota Camry 2.0Q 2022,40485.92011
4890553,Domestic assembly,Used car,SUV,"100,000 Km",White,Black,5-door,5-seat,"Petrol	2.4 L",,Automatic,FWD - Front-wheel drive,L/100Km,Honda,CRV,2015,Honda CRV 2.4 AT 2015,25101.27047
4890556,Imported,Used car,Sedan,0 Km,Silver,gray,4-door,5-seat,"Petrol	1.4 L",,Manual,FWD - Front-wheel drive,L/100Km,Kia,Rio,2015,Kia Rio 1.4 MT 2015,11133.62803
4890557,Domestic assembly,Used car,Crossover,"115,000 Km",Take note,Colorful,5-door,8-seat,"Petrol	2.0 L",,Manual,RFD - Rear-wheel drive,L/100Km,Toyota,Innova,2016,Toyota Innova 2.0E 2016 car,16396.79765
4890559,Domestic assembly,Used car,SUV,0 Km,Black,Cream,5-door,8-seat,"Diesel	2.5 L",,Manual,4WD - Four-wheel drive (4WD),"8	L/100Km",Ford,Everest,2008,Ford Everest 2.5L 4x4 MT 2008,11295.57171
4890560,Domestic assembly,Used car,Hatchback,"110,000 Km",Red,Black,5-door,5-seat,"Petrol	1.25 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Picanto,2014,Kia Picanto S 1.25 AT 2014,11133.62803
4890568,Domestic assembly,Used car,Sedan,"68,000 Km",Black,Black,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,"6	L/100Km",Honda,City,2014,Honda City 1.5 AT 2014 car,14777.36084
4890569,Domestic assembly,Used car,Sedan,"20,000 Km",White,Brown,4-door,5-seat,"Petrol	3.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,S class,2020,Mercedes Benz S class S450L Luxury 2020,121457.7603
4890572,Imported,Used car,Sedan,0 Km,Green,Cream,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,BMW,3 Series,2013,BMW 3 Series 320i 2013,21659.96726
4890579,Domestic assembly,Used car,Sedan,"72,000 Km",Brown,Brown,4-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2017,Toyota Camry 2.5Q 2017,31133.67257
4890593,Imported,Used car,SUV,"13,500 Km",Yellow,Black,5-door,7-seat,"Petrol	1.5 L",Electronic,Automatic,FWD - Front-wheel drive,"6	L/100Km",Suzuki,XL7,2021,Suzuki XL7 1.5 AT 2021 car,22631.62934
4890596,Domestic assembly,Used car,SUV,"56,000 Km",Red,Cream,5-door,7-seat,"Diesel	2.2 L", Kim full,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Hyundai,SantaFe,2018,Hyundai SantaFe 2.2L 4WD 2018,34615.46169
4890597,Imported,Used car,Sedan,"78,000 Km",Black,Cream,4-door,5-seat,"Petrol	2.4 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2006,Toyota Camry LE 2.4 2006,16801.65685
4890598,Domestic assembly,Used car,Van/Minivan,0 Km,Brown,gray,5-door,7-seat,"Petrol	2.5 L",,Manual,FWD - Front-wheel drive,L/100Km,Kia,Carnival,2006,Kia Carnival GS 2.5 MT 2006,6275.317617
4890602,Domestic assembly,Used car,Sedan,"80,000 Km",Sand,Cream,4-door,5-seat,"Petrol	1.5 L",Electronic,Automatic,FWD - Front-wheel drive,"6	L/100Km",Toyota,Vios,2016,Toyota Vios 1.5E CVT 2016,15789.50884
4890612,Imported,Used car,4x4,"90,000 Km",Green,Black,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Ford,Ranger,2018,Ford Ranger XLS 2.2L 4x2 AT 2018,20040.53045
4890613,Imported,Used car,SUV,"98,000 Km",Black,Black,5-door,7-seat,"Petrol	2.7 L",Electronic fuel injection,Automatic,4WD - Four-wheel drive (4WD),"11	L/100Km",Toyota,Prado,2014,Toyota Prado TXL 2.7L 2014,40485.92011
4890616,Domestic assembly,Used car,Crossover,"167,000 Km",Silver,Cream,5-door,8-seat,"Petrol	2.0 L",,Manual,RFD - Rear-wheel drive,L/100Km,Toyota,Innova,2007,Toyota Innova G 2007 car,9959.536347
4890617,Domestic assembly,Used car,SUV,"89,000 Km",Silver,Cream,5-door,7-seat,"Petrol	2.4 L",Electronic,Automatic,4WD - Four-wheel drive (4WD),"7	L/100Km",Hyundai,SantaFe,2018,Hyundai SantaFe 2.4L 4WD 2018,30283.46824
4890621,Domestic assembly,Used car,SUV,0 Km,Green,Black,5-door,5-seat,"Petrol	2.5 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mazda,CX5,2017,Mazda CX5 2.5 AT AWD 2017,25101.27047
4890627,Imported,Used car,SUV,0 Km,Cream,Cream,5-door,5-seat,"Petrol	3.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Lexus,RX,2015,Lexus RX 350 2015,40485.92011
4890628,Domestic assembly,Used car,SUV,"48,000 Km",Brown,Cream,5-door,7-seat,"Diesel	2.2 L",Oil,Automatic,FWD - Front-wheel drive,"6	L/100Km",Kia,Sorento,2018,Kia Sorento DATH 2018,29878.60904
4890642,Imported,Used car,SUV,0 Km,Black,Colorful,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,LandRover,Range Rover Evoque,2014,LandRover Range Rover Evoque Prestige 2014,35425.18009
4890645,Domestic assembly,Used car,Sedan,0 Km,Yellow,Black,4-door,5-seat,"Petrol	1.4 L",,Manual,FWD - Front-wheel drive,L/100Km,Kia,Soluto,2019,Kia Soluto 1.4 MT Deluxe 2019,13319.86771
4890650,Imported,Used car,SUV,"800,000 Km",Sand,Cream,5-door,5-seat,"Petrol	3.5 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,RX,2013,Lexus RX 350 AWD 2013,40485.92011
4890653,Imported,Used car,SUV,"49,000 Km",Black,Black,5-door,7-seat,"Diesel	2.0 L",2.0 Bi-Turbo,Automatic,RFD - Rear-wheel drive,"7	L/100Km",Ford,Everest,2021,Ford Everest Sport 2.0L 4x2 AT 2021,37570.93386
4890654,Imported,Used car,Sedan,"24,000 Km",White,Cream,4-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2020,Toyota Camry 2.5Q 2020,40485.92011
4890655,Imported,Used car,4x4,"22,900 Km",White,Black,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Ford,Ranger,2017,Ford Ranger Wildtrak 2.2L 4x2 AT 2017,23441.34775
4890659,Imported,Used car,SUV,"29,000 Km",Black,Black,5-door,8-seat,"Petrol	4.6 L",,Automatic,AWD - 4-wheel drive (AWD),"15	L/100Km",Toyota,Land Cruiser,2021,Toyota Land Cruiser 4.6 V8 2021,161943.6805
4890663,Imported,New car,SUV,0 Km,Black,Black,5-door,7-seat,"Petrol	3.4 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Toyota,Land Cruiser,2023,Toyota Land Cruiser 3.5 V6 2023,202429.6005
4890669,Domestic assembly,Used car,Hatchback,0 Km,Green,Cream,5-door,5-seat,"Petrol	0.8 L",,Manual,FWD - Front-wheel drive,L/100Km,Daewoo,Matiz,2004,Daewoo Matiz SE 0.8 MT 2004,3036.444008
4890673,Imported,New car,SUV,0 Km,Black,Cream,5-door,7-seat,"Petrol	3.4 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Toyota,Land Cruiser,2023,Toyota Land Cruiser 3.5 V6 2023,202429.6005
4890684,Domestic assembly,Used car,Hatchback,"41,000 Km",White,Brown,5-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Ford,Focus,2019,Ford Focus Trend 1.5L 2019,19109.35429
4890686,Domestic assembly,Used car,Sedan,"36,000 Km",White,Cream,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Vios,2020,Toyota Vios 1.5G 2020,19230.81205
4890687,Imported,Used car,Hatchback,"100,000 Km",Silver,Cream,5-door,5-seat,"Petrol	1.0 L",,Manual,FWD - Front-wheel drive,L/100Km,Hyundai,i10,2016,Hyundai i10 Grand 1.0 MT Base 2016,0.008097184
4890690,Domestic assembly,Used car,Sedan,"72,000 Km",Black,Brown,4-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2017,Toyota Camry 2.5Q 2017,31133.67257
4890691,Domestic assembly,Used car,Sedan,"98,000 Km",White,gray,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Ford,Fiesta,2016,Ford Fiesta Titanium 1.5 AT 2016,13360.35363
4890697,Domestic assembly,New car,Truck,0 Km,White,Grey,2-door,3-seat,Diesel,,Manual,RFD - Rear-wheel drive,L/100Km,Isuzu,QKR,2023,Isuzu QKR 210 closed box 2023,23076.97446
4890699,Domestic assembly,Used car,SUV,"50,000 Km",White,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2017,Mercedes Benz GLC 300 4Matic 2017,40485.92011
4890705,Domestic assembly,Used car,Sedan,"100,000 Km",Silver,Cream,4-door,5-seat,"Petrol	1.5 L",,Manual,FWD - Front-wheel drive,L/100Km,Toyota,Vios,2013,Toyota Vios 1.5E 2013,13279.38179
4890708,Domestic assembly,Used car,SUV,"10,000 Km",Black,Cream,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2021,Mercedes Benz GLC 300 4Matic 2021,80971.8402
4890709,Domestic assembly,Used car,SUV,"46,000 Km",Brown,Cream,5-door,7-seat,"Diesel	2.2 L",Oil,Automatic,FWD - Front-wheel drive,"5	L/100Km",Kia,Sorento,2018,Kia Sorento DATH 2018,29919.09496
4890710,Domestic assembly,Used car,SUV,"10,000 Km",Black,Cream,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2021,Mercedes Benz GLC 300 4Matic 2021,80971.8402
4890711,Imported,Used car,Crossover,0 Km,Silver,Colorful,5-door,7-seat,"Diesel	2.0 L",,Manual,FWD - Front-wheel drive,L/100Km,Kia,Carens,2008,Kia Carens CRDi 2.0 MT 2008,9514.191227
4890714,Imported,Used car,SUV,"1,600 Km",Black,Brown,5-door,4-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,Maybach,2022,Mercedes Benz Maybach GLS 480 4Matic 2022,323887.3609
4890715,Domestic assembly,New car,Truck,0 Km,White,Grey,2-door,3-seat,Diesel,,Manual,RFD - Rear-wheel drive,L/100Km,Isuzu,QKR,2023,Isuzu QKR 210 with canvas roof 2023,23076.97446
4890716,Domestic assembly,Used car,SUV,"45,000 Km",White,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2018,Mercedes Benz GLC 250 4Matic 2018,40485.92011
4890717,Domestic assembly,Used car,SUV,"14,000 Km",Red,Cream,5-door,7-seat,"Petrol	2.5 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Kia,Sorento,2021,Kia Sorento Signature 2.5 AT AWD 2021,40485.92011
4890721,Imported,Used car,Sedan,"50,000 Km",Red,Cream,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,BMW,3 Series,2016,BMW 3 Series 320i 2016,32388.73609
4890722,Domestic assembly,Used car,SUV,"45,000 Km",White,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2018,Mercedes Benz GLC 250 4Matic 2018,40485.92011
4890725,Imported,New car,Hatchback,0 Km,Grey,-,5-door,5-seat,"Petrol	1.2 L",37,Automatic,FWD - Front-wheel drive,"5	L/100Km",Suzuki,Swift,2023,Suzuki Swift GLX 1.2 AT 2023 car,22672.11526
4890730,Domestic assembly,Used car,SUV,"50,000 Km",Brown,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2017,Mercedes Benz GLC 250 4Matic 2017,40485.92011
4890731,Imported,Used car,Crossover,0 Km,Silver,gray,5-door,7-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Carens,2008,Kia Carens 2.0 AT 2008,10728.76883
4890739,Domestic assembly,Used car,Sedan,"40,000 Km",White,Black,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,3,2017,Mazda 3 1.5 AT 2017,19635.67125
4890740,Domestic assembly,Used car,SUV,"50,000 Km",Silver,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2017,Mercedes Benz GLC 250 4Matic 2017,40485.92011
4890745,Domestic assembly,Used car,SUV,"18,000 Km",White,Cream,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2021,Mercedes Benz GLC 300 4Matic 2021,80971.8402
4890746,Domestic assembly,New car,Truck,0 Km,White,Grey,2-door,3-seat,Diesel,,Manual,RFD - Rear-wheel drive,L/100Km,Isuzu,NPR,2023,Isuzu NPR 400 2023 car,29757.15128
4890752,Domestic assembly,Used car,SUV,"18,000 Km",White,Cream,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2021,Mercedes Benz GLC 300 4Matic 2021,80971.8402
4890759,Domestic assembly,Used car,Sedan,"70,000 Km",Red,Black,4-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,6,2018,Mazda 6 2.0L Premium 2018,25101.27047
4890762,Domestic assembly,Used car,SUV,"40,000 Km",White,Brown,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2017,Mercedes Benz GLC 300 4Matic 2017,40485.92011
4890767,Domestic assembly,Used car,SUV,"40,000 Km",White,Brown,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2017,Mercedes Benz GLC 300 4Matic 2017,40485.92011
